employee_id,age,years_experience,education_level,department,company_size,region,gender,ethnicity,marital_status,remote_status,training_hours,certifications_count,job_level,performance_rating,manager_feedback_score,work_life_balance_score,salary_satisfaction,annual_income_usd,bonus_percent,commute_time_minutes,overtime_hours_monthly,job_satisfaction_score,promoted_next_year,left_company
365,33,20,master,IT,medium,east,male,black,married,hybrid,30.0,1,entry,4.8,1.7,3.8,1.7,91820.0,12.3,42.0,5,1.0,no,yes
366,27,9,bachelor,Sales,large,north,male,other,married,remote,19.0,1,entry,2.5,1.4,1.9,3.8,66542.0,12.9,16.0,5,3.9,no,yes
367,56,22,high school,Operations,medium,north,male,black,divorced,remote,17.0,1,senior,4.7,2.0,9.1,1.3,95255.0,10.0,25.0,0,5.2,no,no
368,40,38,bachelor,Sales,large,west,male,black,divorced,remote,24.0,0,entry,2.2,1.0,6.4,5.5,41656.0,18.2,46.0,3,7.8,no,no
369,21,4,bachelor,IT,large,south,female,hispanic,single,on-site,20.0,3,mid,4.8,7.3,7.3,4.6,56216.0,13.9,23.0,5,6.4,yes,no
370,28,0,master,Operations,large,north,male,asian,single,on-site,6.0,0,mid,2.6,6.1,5.2,6.0,54035.0,7.6,26.0,4,2.1,no,yes
371,36,12,bachelor,Sales,medium,north,female,white,divorced,on-site,17.0,1,entry,2.9,2.9,7.8,3.7,94769.0,4.8,32.0,4,3.9,no,yes
372,34,20,bachelor,Sales,medium,north,male,other,married,on-site,27.0,0,entry,3.5,3.1,6.3,5.4,84015.0,1.4,53.0,1,1.9,no,yes
373,32,25,bachelor,Operations,small,west,female,other,single,on-site,33.0,1,mid,3.1,8.3,1.5,4.0,30000.0,3.3,19.0,2,4.5,no,yes
374,43,20,bachelor,IT,large,north,female,hispanic,divorced,remote,30.0,0,entry,4.0,5.5,9.0,2.8,60677.0,19.9,38.0,6,8.4,no,no
375,35,17,bachelor,Sales,medium,south,female,hispanic,divorced,on-site,23.0,0,entry,4.9,7.3,3.7,6.8,89189.0,8.1,18.0,7,2.9,yes,yes
376,48,36,bachelor,Finance,small,west,female,white,married,hybrid,35.0,2,entry,3.8,5.1,2.2,7.1,92271.0,18.0,20.0,6,5.5,no,yes
377,54,31,bachelor,Operations,medium,south,male,asian,divorced,remote,24.0,1,entry,4.2,3.1,1.8,8.5,78273.0,3.4,25.0,6,1.9,no,yes
378,22,35,master,HR,small,north,nonbinary,other,single,remote,19.0,3,entry,2.3,9.7,7.5,8.9,73615.0,8.5,35.0,6,3.8,no,yes
379,52,16,bachelor,HR,medium,north,female,hispanic,married,hybrid,35.0,1,executive,3.9,6.1,7.3,7.3,51387.0,19.2,25.0,10,8.7,no,no
380,43,34,PhD,IT,medium,south,female,other,divorced,on-site,27.0,3,mid,3.4,2.2,7.3,7.2,91404.0,1.8,31.0,11,4.8,no,no
381,42,10,bachelor,Finance,medium,west,female,black,divorced,hybrid,33.0,3,senior,4.7,4.7,9.2,1.5,46062.0,11.9,23.0,4,5.5,no,no
382,45,20,PhD,Sales,large,west,male,other,married,remote,8.0,0,entry,3.2,4.0,4.1,2.0,37773.0,18.4,31.0,3,4.6,no,no
383,42,25,master,HR,small,south,female,asian,married,remote,11.0,1,entry,4.0,2.9,6.1,8.3,74153.0,19.0,17.0,5,1.0,no,yes
384,42,3,bachelor,IT,medium,north,male,asian,married,remote,12.0,0,senior,2.7,9.4,6.6,3.1,61135.0,16.9,17.0,4,4.9,no,no
385,62,33,master,Finance,medium,east,female,other,single,hybrid,22.0,1,mid,2.8,8.9,9.8,4.2,84471.0,17.1,25.0,2,3.2,no,yes
386,26,17,high school,Finance,medium,south,male,black,single,on-site,38.0,0,entry,3.1,2.8,3.8,2.3,79690.0,13.0,36.0,4,1.4,no,yes
387,35,39,PhD,IT,large,south,female,asian,divorced,remote,9.0,0,mid,2.9,4.2,9.6,2.8,104155.0,4.4,32.0,3,7.0,no,no
388,63,34,bachelor,IT,medium,south,male,hispanic,divorced,on-site,29.0,2,mid,2.8,7.9,2.3,8.0,78091.0,14.6,22.0,7,5.6,no,yes
389,57,28,high school,Sales,medium,north,male,other,married,remote,8.0,0,senior,2.1,2.9,7.9,3.4,91197.0,19.6,19.0,6,2.7,no,yes
390,53,28,bachelor,IT,small,west,female,black,divorced,on-site,41.0,2,entry,4.5,6.3,6.7,5.0,52973.0,10.5,40.0,7,4.9,no,no
391,28,37,PhD,Sales,large,north,female,hispanic,divorced,hybrid,4.0,3,mid,2.2,7.3,8.4,2.4,84232.0,5.2,44.0,4,4.9,no,no
392,64,20,high school,Sales,medium,south,female,other,married,remote,27.0,1,senior,4.7,6.9,1.3,7.1,64468.0,11.5,35.0,5,4.5,no,yes
393,64,12,bachelor,Operations,large,north,male,black,single,remote,29.0,0,executive,2.4,7.4,1.7,7.6,60120.0,13.8,34.0,2,3.0,no,yes
394,25,16,master,Finance,small,north,male,hispanic,single,remote,26.0,1,senior,2.2,7.4,1.6,4.3,51950.0,4.2,9.0,3,3.3,no,yes
395,59,8,master,Finance,small,south,female,asian,single,hybrid,11.0,2,entry,3.7,9.7,6.3,8.1,100847.0,14.4,36.0,4,6.7,no,no
396,24,0,bachelor,Finance,medium,north,nonbinary,other,divorced,hybrid,9.0,1,senior,3.5,4.1,6.4,3.2,69862.0,11.7,46.0,4,4.6,no,no
397,26,1,high school,Operations,large,east,female,other,married,on-site,33.0,2,senior,3.5,8.9,9.2,7.2,54232.0,12.2,41.0,4,7.3,no,no
398,52,28,high school,Sales,medium,north,male,asian,single,hybrid,30.0,2,senior,3.7,1.2,5.2,7.6,83562.0,6.1,40.0,9,1.0,no,yes
399,50,32,bachelor,Sales,large,north,female,white,divorced,remote,30.0,0,senior,2.9,3.6,1.6,9.7,61201.0,3.1,13.0,8,1.0,no,yes
400,55,9,bachelor,IT,medium,west,male,hispanic,married,on-site,32.0,5,senior,4.0,1.4,2.9,3.1,54031.0,12.5,23.0,7,3.2,no,yes
401,60,39,PhD,Operations,medium,west,female,asian,single,hybrid,5.0,1,entry,3.5,6.9,1.1,1.8,128043.0,11.7,29.0,4,2.3,no,yes
402,36,20,high school,IT,small,south,male,other,single,on-site,4.0,1,entry,3.0,1.9,8.0,3.4,45825.0,6.8,23.0,4,2.8,no,yes
403,33,27,bachelor,Operations,large,south,male,hispanic,married,on-site,13.0,0,senior,4.5,8.6,8.3,2.1,107302.0,5.9,18.0,7,5.0,yes,no
404,62,10,high school,IT,small,west,female,hispanic,divorced,on-site,15.0,4,entry,4.2,6.8,10.0,2.5,53792.0,6.9,34.0,3,5.0,no,no
405,50,33,high school,HR,large,east,female,white,divorced,remote,14.0,2,entry,3.2,1.3,4.7,4.0,82520.0,9.8,40.0,8,1.0,no,yes
406,39,7,bachelor,Finance,large,north,male,other,single,remote,23.0,0,mid,4.5,7.4,1.2,4.7,67968.0,19.5,16.0,7,7.0,yes,yes
407,37,21,bachelor,Finance,large,east,male,black,married,hybrid,31.0,3,senior,4.8,8.8,3.1,9.1,84728.0,15.3,40.0,4,5.2,yes,yes
408,39,7,bachelor,Sales,medium,east,male,white,divorced,remote,17.0,0,entry,3.6,7.0,6.3,2.8,42360.0,17.0,32.0,4,4.6,no,no
409,48,14,PhD,HR,medium,west,female,white,married,on-site,12.0,0,mid,2.6,1.3,9.7,9.7,39919.0,10.1,46.0,3,5.4,no,no
410,46,16,bachelor,Finance,large,south,male,black,married,on-site,28.0,2,entry,4.7,8.7,1.9,8.3,85339.0,10.5,38.0,5,6.8,yes,yes
411,57,22,PhD,Sales,small,north,male,black,single,remote,17.0,5,entry,2.6,7.6,2.1,8.9,34397.0,4.1,31.0,3,6.1,no,yes
412,46,23,master,HR,medium,south,female,white,married,on-site,21.0,0,entry,2.1,4.4,7.3,9.4,46627.0,14.4,31.0,7,5.2,no,no
413,43,18,bachelor,Finance,small,east,female,hispanic,married,remote,17.0,0,entry,3.0,4.0,7.0,7.8,68206.0,8.4,30.0,5,3.1,no,yes
414,29,4,master,IT,medium,east,female,asian,married,on-site,23.0,1,senior,4.2,5.3,3.3,8.1,44117.0,14.8,48.0,9,6.7,no,yes
415,32,31,bachelor,Operations,small,south,female,asian,divorced,hybrid,10.0,1,senior,4.8,8.8,8.3,4.9,46666.0,8.2,36.0,3,6.2,yes,no
416,21,0,high school,HR,small,south,female,white,single,hybrid,27.0,0,senior,3.9,3.3,2.2,5.6,61779.0,2.2,26.0,5,4.0,no,yes
417,21,22,master,Sales,medium,west,female,hispanic,single,remote,20.0,0,entry,4.9,1.9,9.3,9.4,30000.0,3.5,36.0,6,3.1,no,yes
418,54,36,high school,HR,medium,south,female,black,married,remote,12.0,3,mid,2.3,8.8,2.8,4.4,41982.0,16.2,35.0,4,5.7,no,yes
419,52,7,bachelor,Sales,medium,south,female,white,married,remote,25.0,2,entry,2.2,1.2,1.7,1.4,96803.0,5.2,26.0,3,1.0,no,yes
420,45,12,master,HR,small,west,male,other,divorced,remote,12.0,1,entry,3.8,9.2,4.1,7.9,89138.0,5.3,22.0,8,4.8,no,no
421,60,7,high school,Sales,medium,south,nonbinary,hispanic,single,remote,13.0,3,mid,4.9,3.8,2.7,6.2,115303.0,18.6,42.0,13,3.5,no,yes
422,21,22,high school,Finance,small,east,male,other,divorced,on-site,8.0,0,senior,3.5,5.6,5.7,8.3,81895.0,13.2,27.0,1,8.5,no,no
423,36,0,PhD,IT,medium,south,male,other,single,hybrid,3.0,1,entry,2.2,2.2,7.2,1.7,96032.0,2.3,27.0,4,4.5,no,no
424,59,23,bachelor,Finance,medium,north,male,white,divorced,on-site,25.0,3,entry,2.7,9.1,5.4,6.6,61569.0,2.9,36.0,5,8.5,no,no
425,25,34,high school,IT,medium,east,male,hispanic,married,hybrid,32.0,0,senior,2.7,7.7,6.9,3.2,66258.0,5.4,25.0,3,5.9,no,no
426,42,23,bachelor,Finance,large,west,nonbinary,other,divorced,on-site,15.0,0,mid,3.0,9.3,4.3,9.1,78258.0,11.9,32.0,3,3.7,no,yes
427,49,16,bachelor,Finance,medium,east,female,hispanic,married,on-site,12.0,1,senior,2.1,7.1,1.3,2.0,32124.0,15.1,26.0,4,1.0,no,yes
428,23,4,bachelor,HR,large,west,female,asian,single,on-site,2.0,3,executive,4.7,2.7,9.8,8.6,80915.0,5.5,4.0,3,7.0,no,no
429,32,19,PhD,Operations,medium,north,female,other,single,remote,0.0,0,mid,3.5,3.8,8.4,1.8,57524.0,17.4,34.0,4,2.0,no,yes
430,46,20,bachelor,Sales,medium,north,female,other,married,hybrid,27.0,0,entry,4.0,5.4,1.7,1.2,60877.0,2.2,33.0,8,1.0,no,yes
431,36,39,bachelor,Sales,medium,east,male,hispanic,single,remote,0.0,3,senior,2.2,6.5,5.0,3.1,89945.0,4.2,34.0,4,2.1,no,yes
432,57,30,master,Sales,small,south,female,asian,divorced,remote,9.0,1,entry,2.2,9.3,6.7,4.0,38958.0,19.4,9.0,0,6.1,no,no
433,42,35,master,IT,medium,east,female,other,married,on-site,23.0,0,entry,3.8,4.5,2.7,6.6,71103.0,2.7,16.0,8,1.9,no,yes
434,49,10,high school,Sales,medium,east,male,white,single,hybrid,21.0,1,senior,4.7,7.3,6.2,2.2,78957.0,17.8,42.0,2,7.0,yes,no
435,34,14,high school,Sales,medium,north,female,hispanic,divorced,hybrid,23.0,0,mid,3.6,9.6,5.8,4.9,59393.0,14.1,31.0,5,6.5,no,no
436,48,18,high school,HR,small,west,male,hispanic,divorced,hybrid,20.0,1,entry,4.6,2.4,2.9,2.8,70747.0,1.5,11.0,3,2.5,no,yes
437,25,6,bachelor,Finance,small,east,male,other,single,hybrid,16.0,2,mid,4.4,8.8,2.3,8.7,71709.0,9.7,31.0,4,5.8,yes,yes
438,50,27,bachelor,Sales,large,south,male,asian,single,remote,9.0,2,senior,2.2,4.8,7.8,1.4,87949.0,10.4,14.0,5,5.3,no,no
439,25,4,bachelor,Operations,medium,north,male,other,divorced,remote,14.0,2,entry,2.6,7.6,3.9,4.2,66352.0,18.6,24.0,1,5.5,no,yes
440,32,4,PhD,Sales,small,east,female,black,married,hybrid,17.0,4,entry,4.0,3.6,3.2,6.7,44954.0,8.4,33.0,9,1.7,no,yes
441,36,29,master,IT,medium,east,female,other,single,remote,1.0,1,entry,3.3,4.0,7.6,9.2,58442.0,8.9,33.0,7,7.8,no,no
442,46,31,high school,IT,medium,south,male,black,single,hybrid,12.0,2,entry,2.9,1.2,7.6,8.8,63024.0,2.2,40.0,5,5.7,no,no
443,46,7,bachelor,IT,large,east,female,white,married,remote,16.0,0,senior,3.3,9.7,3.5,9.1,53981.0,12.8,35.0,6,5.0,no,yes
444,41,9,bachelor,Sales,small,east,female,hispanic,married,on-site,13.0,2,senior,3.3,8.3,8.9,1.6,73788.0,4.2,35.0,3,7.0,no,no
445,59,37,bachelor,HR,small,east,male,hispanic,single,on-site,17.0,2,mid,4.7,1.8,7.2,8.6,72832.0,1.6,26.0,6,1.8,no,yes
446,56,31,bachelor,Operations,large,east,male,asian,married,hybrid,27.0,1,entry,2.3,10.0,4.1,8.0,71797.0,19.9,21.0,4,7.5,no,no
447,53,27,master,Sales,small,south,nonbinary,other,divorced,hybrid,28.0,1,entry,2.8,6.4,4.8,9.1,52050.0,5.4,30.0,6,5.8,no,no
448,50,16,bachelor,HR,small,east,female,white,divorced,remote,35.0,2,entry,3.6,8.7,7.5,3.8,72596.0,2.8,40.0,5,1.3,no,yes
449,57,30,bachelor,HR,large,east,nonbinary,black,divorced,hybrid,5.0,0,entry,4.1,1.6,2.9,9.2,95766.0,14.0,38.0,11,7.2,no,yes
450,43,7,master,Sales,medium,east,male,asian,single,hybrid,16.0,0,entry,3.9,4.5,5.2,4.6,75891.0,16.4,28.0,5,1.2,no,yes
451,30,39,bachelor,Sales,small,north,female,white,married,remote,32.0,1,mid,4.8,7.0,6.9,6.7,91447.0,1.3,29.0,9,6.7,no,no
452,25,24,high school,HR,small,south,male,white,divorced,hybrid,3.0,1,entry,4.4,2.0,5.9,4.8,72178.0,2.1,21.0,7,6.2,no,no
453,56,8,bachelor,HR,small,north,male,black,married,hybrid,8.0,1,senior,3.7,5.4,6.5,4.8,57255.0,1.8,42.0,6,1.0,no,yes
454,54,1,high school,HR,small,north,female,black,divorced,on-site,14.0,1,senior,2.6,5.0,5.9,5.9,87207.0,0.9,46.0,6,4.9,no,no
455,51,14,PhD,Sales,large,south,male,hispanic,married,on-site,40.0,0,mid,3.4,2.9,2.8,4.2,41855.0,13.2,34.0,7,4.3,no,yes
456,30,2,high school,HR,medium,north,male,other,divorced,on-site,10.0,1,entry,4.1,3.7,4.7,8.1,58834.0,11.8,14.0,5,6.4,no,no
457,39,35,bachelor,IT,large,north,male,asian,divorced,hybrid,31.0,2,senior,4.5,9.7,5.8,6.7,67174.0,13.3,37.0,6,8.4,yes,no
458,52,3,bachelor,Sales,large,north,male,other,divorced,remote,20.0,1,executive,4.9,3.6,8.0,7.2,83055.0,10.1,47.0,6,6.8,no,no
459,21,13,PhD,IT,medium,south,female,asian,divorced,on-site,9.0,1,entry,3.8,2.9,6.9,3.1,95491.0,16.4,19.0,6,2.9,no,yes
460,25,24,high school,Finance,small,east,female,white,divorced,hybrid,48.0,0,senior,3.6,5.8,4.8,9.7,86929.0,10.9,38.0,4,6.0,no,no
461,24,9,high school,Sales,medium,west,male,black,divorced,on-site,22.0,1,senior,2.1,7.0,9.8,6.9,84923.0,18.4,28.0,7,10.0,no,no
462,36,20,high school,Finance,large,west,male,black,divorced,remote,24.0,2,mid,2.2,7.5,2.0,2.8,87292.0,9.7,42.0,4,5.9,no,yes
463,44,35,high school,HR,large,south,male,white,divorced,remote,25.0,0,entry,2.5,7.8,2.9,7.8,90080.0,15.8,18.0,4,3.4,no,yes
464,36,11,high school,HR,small,west,female,white,divorced,remote,25.0,1,mid,2.2,1.3,4.1,2.6,47247.0,8.1,26.0,7,4.3,no,no
465,22,26,bachelor,Operations,medium,south,male,asian,married,remote,42.0,1,mid,3.2,4.5,3.1,1.6,114096.0,8.7,14.0,0,5.3,no,yes
466,48,39,high school,HR,medium,south,female,white,married,remote,38.0,0,mid,3.0,8.0,6.6,5.7,92194.0,17.0,33.0,5,3.8,no,yes
467,52,1,high school,Finance,large,west,male,asian,single,remote,11.0,2,senior,3.9,9.1,1.4,6.0,66380.0,2.2,36.0,4,4.3,no,yes
468,47,12,master,HR,small,north,male,other,divorced,hybrid,40.0,1,senior,3.6,6.4,2.6,2.7,77426.0,11.3,33.0,3,2.7,no,yes
469,40,31,bachelor,Sales,medium,east,female,black,married,on-site,13.0,0,entry,3.8,1.5,3.6,4.1,43731.0,14.5,25.0,4,4.2,no,yes
470,44,30,bachelor,HR,large,west,female,black,married,remote,23.0,0,mid,3.4,4.6,7.2,9.5,64803.0,15.0,26.0,4,4.6,no,no
471,32,15,bachelor,Operations,medium,west,male,black,married,on-site,5.0,2,mid,2.8,1.7,8.9,3.6,63158.0,11.8,27.0,7,2.6,no,yes
472,55,31,PhD,HR,medium,west,female,other,married,on-site,30.0,0,entry,4.9,7.7,8.2,2.4,61512.0,9.0,39.0,5,7.4,yes,no
473,53,31,high school,Finance,small,west,female,other,married,hybrid,17.0,0,entry,2.3,1.6,2.6,9.9,86288.0,5.2,15.0,8,1.0,no,yes
474,53,33,master,Finance,small,south,female,hispanic,married,remote,9.0,1,senior,4.8,2.7,6.1,3.7,72085.0,18.2,27.0,6,3.8,no,yes
475,63,10,master,HR,medium,south,female,asian,single,remote,32.0,1,mid,2.9,4.8,1.3,7.1,46112.0,7.4,15.0,5,1.8,no,yes
476,57,9,high school,Finance,large,east,female,asian,married,hybrid,34.0,1,entry,3.5,5.2,3.8,3.1,46490.0,16.0,26.0,6,5.5,no,yes
477,32,14,PhD,Finance,small,east,nonbinary,hispanic,single,hybrid,35.0,0,entry,2.3,4.7,8.3,6.0,30703.0,0.6,30.0,4,3.9,no,yes
478,23,16,high school,Operations,medium,west,male,black,single,hybrid,5.0,0,mid,2.2,5.2,5.1,4.5,87594.0,4.6,51.0,2,4.1,no,no
479,21,39,high school,Sales,medium,west,female,asian,divorced,hybrid,36.0,0,mid,3.3,7.4,2.3,9.7,65508.0,6.9,23.0,5,1.0,no,yes
480,53,17,master,Operations,small,west,male,asian,divorced,hybrid,17.0,0,entry,4.2,4.3,4.9,4.9,85094.0,13.4,40.0,5,3.7,no,yes
481,60,8,master,IT,medium,east,male,black,divorced,on-site,41.0,0,mid,2.8,5.9,2.8,6.3,132801.0,6.4,13.0,9,3.5,no,yes
482,30,24,bachelor,Operations,large,west,male,white,married,hybrid,26.0,2,entry,3.7,3.7,4.5,9.5,52023.0,0.8,30.0,7,4.5,no,no
483,63,39,high school,HR,large,north,male,white,divorced,remote,23.0,1,entry,2.8,4.2,5.4,9.9,76539.0,3.5,30.0,3,7.5,no,no
484,64,13,bachelor,Sales,medium,east,female,hispanic,married,remote,20.0,1,mid,3.2,6.5,4.1,1.9,98864.0,5.2,37.0,2,4.8,no,no
485,49,24,master,HR,medium,north,female,other,married,hybrid,20.0,1,entry,4.7,5.4,9.4,8.5,60220.0,3.5,25.0,7,6.9,no,no
486,33,21,bachelor,IT,small,west,female,asian,divorced,hybrid,13.0,0,senior,4.6,7.5,6.1,4.4,63216.0,4.1,22.0,5,3.5,yes,yes
487,32,29,bachelor,Sales,large,south,male,asian,divorced,hybrid,9.0,1,entry,3.5,6.0,8.6,6.4,80606.0,15.4,9.0,5,9.9,no,no
488,51,19,high school,Finance,small,north,male,hispanic,single,hybrid,16.0,0,mid,2.7,8.2,7.8,4.4,120858.0,8.2,33.0,3,2.0,no,yes
489,22,20,high school,Operations,large,east,female,hispanic,single,hybrid,32.0,0,entry,2.6,5.0,7.0,4.6,82727.0,8.1,24.0,6,2.1,no,yes
490,55,31,master,HR,small,north,male,asian,married,remote,6.0,0,entry,4.9,5.4,5.5,2.4,53144.0,19.3,40.0,2,2.2,no,yes
491,43,20,bachelor,IT,large,east,female,black,married,on-site,33.0,0,senior,2.6,7.0,1.0,6.2,55562.0,8.9,35.0,5,4.0,no,yes
492,37,34,PhD,Finance,large,west,female,black,divorced,hybrid,21.0,0,mid,4.4,3.0,6.5,5.9,60232.0,18.6,42.0,7,4.1,no,no
493,46,31,bachelor,Operations,large,north,female,other,divorced,hybrid,28.0,0,senior,3.1,4.5,4.2,2.7,33608.0,6.0,21.0,4,1.6,no,yes
494,28,29,master,Finance,small,south,female,asian,single,hybrid,28.0,1,mid,5.0,6.6,2.1,5.9,66813.0,8.0,32.0,8,4.1,no,yes
495,49,38,high school,Operations,medium,north,female,asian,divorced,remote,29.0,0,mid,3.1,1.3,5.0,9.8,70149.0,7.9,32.0,8,6.2,no,no
496,46,11,bachelor,Sales,medium,south,male,asian,married,remote,20.0,2,senior,3.1,4.9,7.6,7.4,70921.0,10.9,25.0,8,5.3,no,no
497,30,17,high school,Finance,large,east,female,asian,divorced,on-site,21.0,0,mid,3.9,6.4,9.7,5.3,41002.0,11.7,42.0,3,3.4,no,yes
498,46,20,bachelor,Finance,small,west,male,hispanic,single,on-site,29.0,1,mid,4.9,9.7,4.4,9.2,76906.0,5.0,38.0,4,5.9,yes,no
499,54,12,bachelor,Finance,large,west,male,white,married,on-site,10.0,1,senior,4.9,8.9,5.9,6.2,50321.0,15.9,50.0,8,4.0,yes,no
500,61,20,PhD,Sales,large,south,male,asian,single,on-site,8.0,3,senior,4.1,3.5,8.7,2.2,65221.0,9.9,37.0,11,1.3,no,yes
501,27,7,bachelor,IT,small,east,female,white,single,remote,15.0,1,entry,4.3,5.6,4.0,5.9,55148.0,0.1,49.0,7,4.1,no,no
502,24,39,high school,Operations,large,west,male,black,married,on-site,23.0,2,mid,3.7,1.5,2.3,2.6,93093.0,11.8,48.0,8,1.0,no,yes
503,31,6,high school,Finance,medium,east,male,other,single,hybrid,39.0,1,entry,4.3,3.2,3.5,7.9,56296.0,16.0,25.0,5,2.9,no,yes
504,49,22,high school,Sales,medium,south,male,black,divorced,remote,20.0,1,entry,4.6,8.0,9.1,9.7,96912.0,5.0,15.0,5,7.9,yes,no
505,56,31,bachelor,IT,medium,south,female,asian,divorced,remote,40.0,1,mid,3.5,2.1,2.4,4.2,72726.0,0.8,47.0,6,2.8,no,yes
506,45,10,master,Operations,medium,north,female,black,single,remote,25.0,0,senior,3.9,3.3,4.0,4.9,78397.0,16.1,37.0,6,5.6,no,no
507,41,21,PhD,Sales,large,west,female,hispanic,divorced,hybrid,15.0,4,mid,3.6,9.5,5.2,4.8,71666.0,19.5,35.0,0,1.9,no,yes
508,56,21,high school,Operations,medium,west,female,white,single,remote,31.0,0,senior,3.7,8.4,8.6,3.6,52955.0,1.5,26.0,8,5.4,no,no
509,30,24,bachelor,Finance,medium,north,male,asian,divorced,hybrid,18.0,3,entry,4.7,8.0,9.4,8.1,78120.0,18.8,34.0,7,8.9,yes,no
510,57,21,bachelor,IT,medium,south,male,hispanic,single,on-site,23.0,1,mid,3.1,8.8,4.8,6.6,61401.0,7.2,40.0,5,2.0,no,yes
511,29,27,bachelor,Sales,large,south,female,white,divorced,remote,7.0,0,senior,2.6,7.7,9.4,1.6,76352.0,18.8,37.0,3,5.1,no,no
512,44,28,bachelor,IT,small,south,male,hispanic,married,hybrid,5.0,3,entry,3.4,2.1,2.5,8.5,82078.0,13.0,24.0,4,3.5,no,yes
513,55,12,bachelor,Finance,large,south,male,black,married,remote,26.0,0,entry,2.6,5.6,2.4,2.7,108142.0,17.8,45.0,6,1.0,no,yes
514,55,17,bachelor,IT,medium,east,male,asian,divorced,on-site,31.0,2,mid,3.5,5.0,9.5,9.8,79418.0,15.7,31.0,4,5.0,no,no
515,56,1,high school,IT,small,west,female,black,single,remote,39.0,0,senior,4.7,3.8,5.6,4.4,89133.0,0.6,37.0,4,1.3,no,yes
516,38,28,master,HR,small,west,male,other,divorced,on-site,12.0,3,mid,3.9,8.5,2.7,6.5,83211.0,1.3,38.0,6,5.2,no,yes
517,59,20,high school,IT,medium,south,female,asian,single,remote,35.0,0,mid,4.6,5.2,5.4,1.7,65500.0,10.5,51.0,3,1.0,no,yes
518,52,14,bachelor,Operations,large,south,male,black,divorced,hybrid,33.0,1,mid,2.5,1.5,8.0,4.1,83582.0,2.6,34.0,3,2.1,no,yes
519,44,26,bachelor,Sales,medium,south,female,asian,divorced,on-site,15.0,1,entry,4.7,3.5,8.4,8.2,67514.0,9.2,29.0,3,3.8,no,yes
520,43,30,bachelor,HR,large,west,male,white,married,remote,34.0,1,senior,3.8,3.1,8.8,5.3,61742.0,19.1,49.0,5,6.4,no,no
521,52,14,PhD,Sales,small,west,male,asian,single,on-site,29.0,0,entry,2.1,9.0,6.1,9.1,48203.0,5.9,41.0,7,3.2,no,yes
522,57,22,master,Sales,medium,south,male,asian,single,on-site,31.0,2,entry,3.9,6.8,8.8,6.2,83054.0,9.8,33.0,5,8.5,no,no
523,32,23,master,Finance,large,east,female,white,single,hybrid,42.0,0,mid,4.9,6.0,5.6,9.4,58637.0,7.7,32.0,6,6.9,no,no
524,33,12,bachelor,Finance,large,north,male,black,single,hybrid,31.0,1,senior,2.2,5.6,6.5,9.8,82569.0,12.6,10.0,2,7.7,no,no
525,43,21,master,HR,small,north,female,asian,single,hybrid,0.0,1,senior,3.7,6.9,7.8,5.1,70094.0,3.9,29.0,2,4.6,no,no
526,45,36,bachelor,Finance,medium,north,female,hispanic,married,hybrid,23.0,3,senior,4.7,7.8,4.8,6.1,64316.0,5.2,16.0,5,4.2,yes,no
527,55,32,master,Finance,small,west,female,asian,divorced,on-site,4.0,2,entry,2.0,6.0,1.7,8.5,52729.0,17.2,3.0,5,2.4,no,yes
528,61,2,bachelor,Finance,medium,west,male,black,single,on-site,22.0,1,entry,3.9,9.4,4.2,3.0,96016.0,16.2,24.0,3,5.8,no,no
529,50,18,PhD,Sales,large,north,male,white,single,remote,21.0,0,entry,3.4,9.8,6.6,8.8,62147.0,15.8,16.0,9,6.0,no,no
530,37,22,PhD,HR,large,north,male,black,divorced,remote,14.0,1,senior,3.0,10.0,2.7,6.3,101732.0,15.4,26.0,4,3.5,no,yes
531,40,28,master,Sales,small,east,female,other,married,remote,10.0,0,senior,3.9,7.0,2.3,7.5,53636.0,9.2,33.0,6,3.6,no,yes
532,45,29,high school,Operations,large,west,female,asian,married,hybrid,15.0,0,executive,2.2,9.4,3.6,1.7,100153.0,14.6,35.0,6,5.0,no,yes
533,42,38,high school,Sales,medium,west,female,asian,married,on-site,17.0,0,entry,4.3,4.6,1.3,7.9,71679.0,7.7,29.0,4,1.0,no,yes
534,33,24,master,Operations,medium,north,female,white,divorced,on-site,19.0,0,mid,2.0,8.7,7.7,3.8,87215.0,2.0,17.0,8,3.8,no,yes
535,39,36,high school,IT,medium,east,male,asian,divorced,remote,21.0,0,mid,2.9,9.2,3.3,8.2,43989.0,7.9,29.0,5,8.1,no,yes
536,56,7,master,IT,medium,east,male,hispanic,married,remote,26.0,1,senior,3.5,9.1,2.1,5.6,43893.0,3.2,19.0,5,2.7,no,yes
537,32,15,bachelor,Operations,medium,north,female,hispanic,married,on-site,17.0,1,mid,3.1,8.5,7.3,3.5,75160.0,7.8,44.0,7,8.3,no,no
538,61,7,bachelor,Operations,medium,north,male,black,divorced,hybrid,33.0,1,senior,2.9,4.7,8.6,9.6,49723.0,5.9,29.0,6,4.9,no,no
539,39,0,PhD,Sales,medium,west,male,white,married,remote,20.0,3,entry,4.5,2.4,1.2,7.9,96580.0,12.0,19.0,6,1.0,no,yes
540,32,4,bachelor,Operations,small,north,female,other,single,remote,29.0,0,entry,4.8,4.0,3.1,9.9,77280.0,7.2,19.0,7,6.9,no,yes
541,29,2,bachelor,HR,large,south,male,black,divorced,on-site,17.0,1,entry,4.6,7.9,9.5,4.3,57116.0,14.1,30.0,6,9.6,yes,no
